StockCode,Description,Orders,Units,Revenue,AvgPrice
23499,SET 12 VINTAGE DOILY CHALK,110,1312,586.23,0.4831858407079646
23500,KEY RING BASEBALL BOOT ASSORTED,98,1626,2038.33,1.3861764705882351
23501,KEY RING BASEBALL BOOT UNION JACK,112,1821,2217.87,1.4955263157894738
23502,PLAYING CARDS VINTAGE DOILY,94,714,896.41,1.3016842105263158
23503,PLAYING CARDS KEEP CALM & CARRY ON,335,3643,4860.55,1.279298245614035
23504,PLAYING CARDS JUBILEE UNION JACK,208,1927,2848.89,1.3483410138248846
23505,PLAYING CARDS I LOVE LONDON,115,1200,1651.29,1.3546153846153848
23506,MINI PLAYING CARDS SPACEBOY,146,2723,1129.1200000000001,0.46264900662251657
23507,MINI PLAYING CARDS BUFFALO BILL,119,2882,1155.67,0.4734645669291338
23508,MINI PLAYING CARDS DOLLY GIRL,120,2627,1163.45,0.4665625
23509,MINI PLAYING CARDS FUN FAIR,65,1062,451.46000000000004,0.4865151515151515
23510,MINI PLAYING CARDS GYMKHANA,120,2521,1118.8,0.4972
23511,EMBROIDERED RIBBON REEL EMILY,98,571,1252.01,2.3309090909090906
23512,EMBROIDERED RIBBON REEL ROSIE,57,500,975.24,2.3164912280701753
23513,EMBROIDERED RIBBON REEL SUSIE,70,566,1114.26,2.306
23514,EMBROIDERED RIBBON REEL SALLY,74,478,977.39,2.349189189189189
23515,EMBROIDERED RIBBON REEL DAISY,71,579,1164.98,2.3925
23516,EMBROIDERED RIBBON REEL SOPHIE,42,296,1058.6,3.848181818181818
23517,EMBROIDERED RIBBON REEL REBECCA,63,334,996.38,3.4480952380952385
23518,EMBROIDERED RIBBON REEL RACHEL,44,361,980.41,3.0959090909090907
23519,EMBROIDERED RIBBON REEL CLAIRE,24,224,792.31,4.484583333333333
23520,EMBROIDERED RIBBON REEL RUBY,32,167,600.55,3.9675
23521,WALL ART CAT AND BIRD,44,413,793.37,4.204090909090909
23522,WALL ART DOG AND BALL,32,354,727.4399999999999,3.680625
23523,WALL ART TREASURE AHOY,41,360,1173.8100000000002,3.9346341463414634
23524,WALL ART HORSE & PONY,63,481,1557.63,4.323968253968254
23525,WALL ART BUFFALO BILL,53,582,1863.8200000000002,4.1639622641509435
23526,WALL ART DOG LICENCE,143,1012,6021.4,8.24888888888889
23527,WALL ART ANIMALS AND NATURE,48,420,1428.56,3.998125
23528,WALL ART SPACEBOY,50,479,1504.49,4.7792
23529,WALL ART DOLLY GIRL,37,637,2011.9900000000002,4.338648648648649
23530,WALL ART ONLY ONE PERSON,87,1056,4436.27,5.577586206896552
23531,WALL ART BIG LOVE,112,976,5538.26,7.661681415929204
23532,WALL ART WORK REST AND PLAY,31,210,901.58,5.301612903225807
23533,WALL ART GARDEN HAVEN,36,215,998.64,6.166944444444445
23534,WALL ART STOP FOR TEA,260,1387,8608.9,7.53896551724138
23535,WALL ART BICYCLE SAFETY,215,1324,8440.24,7.446898148148148
23536,WALL ART VILLAGE SHOW,85,626,3442.13,6.794705882352942
23537,WALL ART I LOVE LONDON,34,111,581.13,6.9405882352941175
23538,WALL ART VINTAGE HEART,32,331,1329.54,5.7790625
23539,WALL ART LOVES' SECRET,41,247,1227.95,6.594047619047619
23540,WALL ART THE MAGIC FOREST,14,150,947.0600000000001,8.424285714285714
23541,WALL ART CLASSIC PUDDINGS,152,872,6823.91,9.71203947368421
23542,WALL ART 70'S ALPHABET,89,506,3800.16,9.784157303370787
23543,WALL ART KEEP CALM,103,1236,7010.76,8.530952380952382
23544,WALL ART MID CENTURY MODERN,20,164,1015.78,7.523000000000001
23545,WRAP RED VINTAGE DOILY,84,2480,1025.6,0.41905882352941176
23546,WRAP PAISLEY PARK,120,3250,1365.0,0.42
23547,WRAP FLOWER SHOP,62,1575,661.5,0.42
23548,WRAP MAGIC FOREST,43,1075,451.5,0.42
23549,WRAP BIRD GARDEN,52,1305,548.1,0.42
23550,WRAP ALPHABET POSTER,64,1855,763.1,0.41875
23551,PACK OF 12 PAISLEY PARK TISSUES,136,1840,839.8399999999999,0.5168115942028985
23552,BICYCLE PUNCTURE REPAIR KIT,116,1863,3881.91,2.2640650406504066
23553,LANDMARK FRAME CAMDEN TOWN,68,568,6444.65,13.30220588235294
23554,LANDMARK FRAME OXFORD STREET,57,422,4805.53,13.047017543859647
23555,LANDMARK FRAME NOTTING HILL,50,421,4780.57,12.897450980392156
23556,LANDMARK FRAME COVENT GARDEN,53,436,4937.01,12.61811320754717
23557,LANDMARK FRAME BAKER STREET,32,350,3930.27,13.181875
23558,LANDMARK FRAME LONDON BRIDGE,52,415,4703.87,13.125384615384615
23559,WOODLAND BUNNIES LOLLY MAKERS,124,649,1482.41,2.8688709677419357
23560,SET OF 6 RIBBONS COUNTRY STYLE,26,172,499.18,3.543846153846154
23561,SET OF 6 RIBBONS PARTY,16,170,476.0,3.40875
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,43,251,724.59,3.2853488372093027
23564,EGG CUP MILKMAID INGRID,76,644,841.31,1.7567105263157894
23565,EGG CUP MILKMAID HELGA,63,410,586.31,1.8453968253968254
23566,EGG CUP MILKMAID HEIDI,83,881,1156.93,1.769759036144578
23567,EGG CUP HENRIETTA HEN PINK,37,211,291.58,1.823157894736842
23568,EGG CUP HENRIETTA HEN CREAM,48,630,787.52,1.7454166666666666
23569,TRADTIONAL ALPHABET STAMP SET,192,954,4717.66,5.3034693877551025
23570,TRADITIONAL PICK UP STICKS GAME,276,2772,4931.87,1.431118881118881
23571,TRADITIONAL NAUGHTS & CROSSES,257,2841,6406.91,1.8921374045801527
23574,PACKING CHARGE,14,14,105.0,7.5
23575,SNACK TRAY PAISLEY PARK,32,179,367.34999999999997,2.5823529411764703
23576,SNACK TRAY RED VINTAGE DOILY,37,198,400.03999999999996,2.4010526315789473
23578,SNACK TRAY RED GINGHAM,14,60,125.72,2.417142857142857
23579,SNACK TRAY I LOVE LONDON,35,169,358.75,2.6265714285714283
23580,SNACK TRAY HAPPY FOREST,25,116,234.92,2.2116
23581,JUMBO BAG PAISLEY PARK,338,5020,11581.83,2.256289855072464
23582,VINTAGE DOILY JUMBO BAG RED,259,4802,10206.41,2.2147709923664123
23583,LUNCH BAG PAISLEY PARK,325,3385,5497.33,1.8020481927710843
23597,PAPER BUNTING PAISLEY PARK,31,249,679.07,3.186129032258065
23598,PAPER BUNTING VINTAGE PARTY,47,427,1215.53,3.2351063829787234
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,4,8,19.92,2.49
23602,SET 10 CARDS 3 WISE MEN 17107,1,1,2.91,2.91
23603,SET 10 CARD KRAFT REINDEER 17084,14,20,49.800000000000004,2.4899999999999998
23604,SET 10 MINI SANTA & SNOWMAN  17087,2,4,6.64,1.66
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,1,4,11.64,2.91
23607,SET 10 CARDS HATS & STOCKINGS 17081,7,8,13.28,1.66
23608,SET 10 CARDS RUDOLPHS NOSE 17097,3,4,11.64,2.91
23609,SET 10 CARDS SNOWY ROBIN 17099,1,1,2.91,2.91
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,3,3,6.24,2.08
23611,SET 10 CARDS RED RIDING HOOD 17214,16,40,99.60000000000001,2.49
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,2,5,8.299999999999999,1.66
23613,SET 10 XMAS CARDS & BADGES 17070,6,11,27.39,2.49
23614,SET 10 CARDS 12 DAYS WRAP  17058,11,26,86.58000000000001,3.33
23615,SET 10 CARDS PRINTED GRAPHIC 17219,4,4,9.96,2.49
23616,SET 10 CARDS JINGLE BELLS 17217,7,8,19.92,2.4899999999999998
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,1,2,5.82,2.91
23619,SET 10 CARDS POINSETTIA 17093,2,4,9.96,2.49
23620,SET 10 CARDS PERFECT POST 17090,7,10,24.900000000000002,2.4899999999999998
23621,SET 10 CARDS DAVID'S MADONNA 17074,4,6,14.940000000000001,2.49
23623,SET 10 CARD CHRISTMAS WELCOME 17112,6,8,23.28,2.91
23624,SET 10 CARD PERFECT NATIVITY 17089,4,4,9.96,2.49
23625,SET 6 CARDS SPARKLY REINDEER 17262,4,9,44.910000000000004,4.99
23626,SET 10 CARDS DINKY TREE 17076,16,43,107.07000000000001,2.49
23627,SET 10 CARDS XMAS GRAPHIC  17218,2,7,17.43,2.49
23628,SET 10 CARDS TRIANGLE ICONS  17220,1,1,2.91,2.91
23629,SET 10 CARDS DRESSING UP 17077,10,24,59.760000000000005,2.49
23630,SET 10 CARDS HANGING BAUBLES 17080,2,2,5.48,2.74
23632,SET 10 CARDS CHEERFUL ROBIN 17065,10,15,31.200000000000003,2.08
23633,SET 10 CARDS WORLD CHILDREN 17067,3,3,7.470000000000001,2.49
23634,SET 10 CARDS XMAS CHOIR 17068,5,5,14.55,2.91
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,3,3,12.48,4.16
23636,SET 10 CARDS WISHING TREE 17116,7,9,26.19,2.91
23637,SET 10 CARDS OUT OF ORDER 17216,9,11,27.39,2.49
23638,SET 10 CARDS ROBIN WATERPUMP  17096,2,2,5.82,2.91
23639,SET 10 CARDS MAGICAL TREE 17086,4,4,13.32,3.33
23640,SET 10 CARDS SCOTTIE DOG 17211,8,9,22.410000000000004,2.49
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,1,1,3.33,3.33
23644,SET 10 CARDS CHRISTMAS TREE 16955,5,5,16.65,3.3299999999999996
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,4,9,22.410000000000004,2.49
23646,SET 10 CARDS JINGLE BELLS 16957,5,8,19.92,2.49
23649,SET 10 CARDS DECK THE HALLS 16960,2,2,4.98,2.49
23650,SET 10 CARDS FILIGREE BAUBLE 16961,4,4,9.96,2.49
23652,SET 10 CARD CHRISTMAS STAMPS 16963,1,2,5.82,2.91
23654,SET 10 CARD SNOWMAN 16965,4,5,12.450000000000001,2.49
23660,HENRIETTA HEN MUG,42,306,534.66,2.2404761904761905
23661,MILK MAIDS MUG,33,219,393.59,2.2335294117647058
23664,FLOWER SHOP DESIGN MUG,1,1,1.65,1.65
23681,LUNCH BAG RED VINTAGE DOILY,132,1576,2525.04,1.8662406015037591
23691,WRAP KEEP CALM BIRTHDAY,38,1175,481.5,0.4184210526315789
23692,WRAP A PRETTY THANK YOU,2,50,21.0,0.42
23694,PAISLEY PARK CARD,41,376,165.07999999999998,0.5885365853658536
23695,DOILY THANK YOU CARD,57,741,313.24,0.5042105263157894
23697,A PRETTY THANK YOU CARD,35,456,194.58,0.5208333333333334
23702,High Resolution Image,3,4,27.0,8.5
23843,"PAPER CRAFT , LITTLE BIRDIE",1,80995,168469.6,2.08
30086C,ASSORTED FRUIT STRAWS,1,1,1.7,1.7
35001B,HAND OPEN SHAPE BLACK,6,17,59.330000000000005,3.49
35001G,HAND OPEN SHAPE GOLD,103,758,2406.1,4.1976635514018685
35001P,HAND OPEN SHAPE PINK,2,2,6.98,3.49
35001W,HAND OPEN SHAPE DECO.WHITE,190,969,3064.71,4.070612244897959
35004B,SET OF 3 BLACK FLYING DUCKS,275,1500,6932.150000000001,6.717428571428572
35004C,SET OF 3 COLOURED  FLYING DUCKS,355,3280,17027.23,7.684438356164384
35004G,SET OF 3 GOLD FLYING DUCKS,76,363,1444.9099999999999,6.251025641025641
35004P,SET OF 3 PINK FLYING DUCKS,43,120,638.97,6.8058139534883715
35004S,SET OF 3 SILVER FLYING DUCKS,24,145,505.4,7.283333333333332
35004c,SET OF 3 COLOURED  FLYING DUCKS,25,27,343.72,12.731200000000001
35004p,SET OF 3 PINK FLYING DUCKS,1,1,12.72,12.72
35004s,SET OF 3 SILVER FLYING DUCKS,1,1,13.0,13.0
35015,JACOBS LADDER SMALL,39,2072,134.08,0.09128205128205129
35051B,PINK BEADED CONE CHRISTMAS,2,14,5.88,0.42
35071,ASSORTED SANTA CHRISTMAS DECORATION,7,50,51.13999999999999,2.084285714285714
35085E,IVORY ROSE LAMPSHADE,9,39,44.25,1.1666666666666667
35095A,BLUE VICTORIAN FABRIC OVAL BOX,166,1813,728.92,0.6407692307692308
35095B,RED VICTORIAN FABRIC OVAL BOX,177,1957,770.84,0.6211602209944751
35096A,BLUE VICTORIAN FABRIC HEART BOX,50,765,272.45,0.6742
35096B,RED VICTORIAN FABRIC HEART BOX,25,293,106.49000000000001,0.46759999999999996
35160,BUDDHA INCENSE HOLDER ASSORTED,56,2180,1590.6399999999999,0.8171428571428571
35233,PASTA ENAMEL/BRASS CONTAINER,8,10,37.5,3.75
35240,ENAMEL BLUE RIM OVAL TRAY SET/2,39,49,416.01,8.49
35241,ENAMEL BLUE RIM BISCUIT BIN,130,312,1651.49,6.076691729323309
35265,COLOURFUL FLOWER FRUIT BOWL,16,21,80.0,3.453125
35271S,GOLD PRINT PAPER BAG,20,439,89.58,0.23
35400,WOODEN BOX ADVENT CALENDAR,419,1435,13999.1,10.473995271867611
35443,RASTA IN BATH W SPLIFF ASHTRAY,10,16,13.6,0.85
35471A,SET OF 3 BIRD L.BLUE FEATHER,83,421,499.31,1.6135294117647059
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,348,2251,1611.9199999999998,1.2463085399449034
35537,CANDLE RING W/CLEAR BEADS,3,13,5.46,0.42
35591T,TURQUOISE CHRISTMAS TREE,9,19,23.75,1.25
35594,WOODEN CHRISTMAS TREE 3 HANGING,39,165,103.06,0.9984615384615384
35596,WOOD XMAS TREE 9 FIG SHELVES,4,29,24.65,0.85
35597A,DUSTY PINK CHRISTMAS TREE 30CM,4,11,13.75,1.25
35597B,BLACKCHRISTMAS TREE 30CM,7,79,225.35,1.51375
35597D,PINK/WHITE CHRISTMAS TREE 30CM,7,58,25.28,0.5825
35598A,DUSTY PINK CHRISTMAS TREE 60CM,3,10,29.500000000000004,2.9500000000000006
35598B,BLACK CHRISTMAS TREE 60CM,57,958,902.9200000000001,2.6050819672131147
35598C,WHITE CHRISTMAS TREE 60CM,3,3,8.850000000000001,2.9500000000000006
35598D,PINK/WHITE CHRISTMAS TREE 60CM,103,1764,1359.17,1.6804464285714285
35599B,BLACK CHRISTMAS TREE 120CM,51,276,1022.09,5.797454545454546
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,103,409,1384.21,4.768867924528302
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,13,141,497.70000000000005,7.084615384615384
35603B,S/16 BLACK SHINY/MAT BAUBLES,2,50,21.0,0.42
35603C,SET/16 WHITE SHINY & MATT BAUBLES,24,83,48.3,0.6888
35607A,PINK FLUFFY CHRISTMAS DECORATION,31,554,118.43,0.33129032258064517
35607B,BLACK FEATHER CHRISTMAS DECORATION,17,312,62.3,0.2788235294117647
35609A,PINK FEATHER CHRISTMAS DECORATION,24,447,133.23,0.8216666666666667
35610A,PINK CHRISTMAS FLOCK DROPLET,12,144,107.94,1.6115384615384616
35610B,BLACK CHRISTMAS FLOCK DROPLET,13,179,144.07,1.1314285714285715
35610C,WHITE CHRISTMAS FLOCK DROPLET,8,94,81.56,1.46875
35611B,BLACK ASSORTED DROPLET DECORATION,3,62,45.760000000000005,2.23
35633B,BLUE TINSEL GARLAND,12,130,24.7,0.19000000000000003
35637A,IVORY STRING CURTAIN WITH POLE,53,552,1464.58,6.413333333333333
35637C,PINK STRING CURTAIN WITH POLE,19,100,331.14,6.51
35638A,PINK AND BLACK STRING CURTAIN,6,39,88.04999999999998,3.9499999999999997
35638B,PINK/BLUE STRING CURTAIN,11,118,313.28999999999996,6.6036363636363635
35644,PAIR PINK/BLACK COATHANGERS,7,21,40.95,1.95
35645,VINTAGE BEAD PINK JEWEL BOX,34,61,301.81,5.501764705882353
35646,VINTAGE BEAD PINK EVENING BAG,104,647,1068.91,2.3989814814814814
35647,VINTAGE BEAD PINK SHADE,74,563,748.24,1.7655999999999998
35648,VINTAGE BEAD PINK PURSE,143,1055,1318.1499999999999,1.829261744966443
35649,VINTAGE BEAD COSMETIC BAG,53,1826,1362.8999999999999,3.0605555555555557
35650,VINTAGE BEAD PINK JEWEL STAND,3,3,14.850000000000001,4.95
35651,VINTAGE BEAD PINK SCARF,63,460,1073.75,3.6178461538461537
35652,VINTAGE BEAD CHAISE LONG JEWEL BOX,2,18,21.5,3.625
35653,VINTAGE BEAD NOTEBOOK,113,320,1020.9200000000001,3.7797457627118645
35654,VINTAGE BEAD FILLED PINK CUSHION,5,12,59.400000000000006,4.95
35751C,PURPLE CURRENT CANDLE RING,2,31,12.61,0.47
35751D,PINK CURRENT CANDLE RING,1,28,5.32,0.19
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,15,108,216.33,3.776875
35809A,ENAMEL PINK TEA CONTAINER,177,1138,1670.99,2.4905027932960895
35809B,ENAMEL BLUE RIM TEA CONTAINER,33,104,227.54000000000002,2.5727272727272728
35809a,ENAMEL PINK TEA CONTAINER,10,11,45.75,4.159090909090909
35810A,ENAMEL PINK COFFEE CONTAINER,171,1205,1604.74,2.3456976744186044
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,68,326,519.8100000000001,2.278695652173913
35811A,ENAMEL PINK SUGAR CONTAINER,84,434,762.97,2.913809523809524
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",3,95,43.940000000000005,1.6866666666666665
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",7,168,75.88000000000001,1.1171428571428572
35816B,"ACRYLIC JEWEL ANGEL,BLUE",3,139,58.07,1.4000000000000001
35816P,"ACRYLIC JEWEL ANGEL,PINK",9,297,137.43,1.1433333333333333
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",3,143,61.3,2.6999999999999997
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",11,420,216.7,1.5945454545454545
35818B,"ACRYLIC JEWEL ICICLE, BLUE",11,408,180.05,1.1527272727272726
35818C,"ACRYLIC JEWEL ICICLE, CLEAR",1,1,3.43,3.43
35818P,"ACRYLIC JEWEL ICICLE, PINK",25,560,245.51,1.065
35819B,"ACRYLIC HANGING JEWEL,BLUE",32,385,192.3,0.712
35819P,"ACRYLIC HANGING JEWEL,PINK",7,95,66.55,0.5042857142857143
35821B,"JEWELLED DECORATION,BLUE",3,150,57.0,0.38000000000000006
35821P,"JEWELLED DECORATION,PINK",2,2,5.9,2.95
35822B,"ACRYLIC BEAD CHAIN, BLUE",1,229,87.02,0.38
35822P,"ACRYLIC BEAD CHAIN, PINK",1,114,43.32,0.38
35823P,"ACRYLIC BEAD GARLAND,PINK",2,2,5.9,2.95
35824B,"HANGING FLOWERS+MIRROR,BLUE",6,528,203.24,0.8133333333333334
35824C,"HANGING FLOWERS+MIRROR,CLEAR",8,235,117.05,0.935
35824P,"HANGING FLOWERS+MIRROR,PINK",3,324,136.44,0.75
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,188,1737,5341.85,3.7067368421052636
35833G,4 GOLD FLOCK CHRISTMAS BALLS,34,136,227.38,1.7057142857142857
35833P,4 PINK FLOCK CHRISTMAS BALLS,64,188,350.14,2.3501492537313435
35837,SET OF SIX SILVER+RED FLOCK BAUBLES,1,2,1.7,0.85
35838A,S/6 MULTICOLOUR ORNAMENETAL CANDLE,20,180,184.4,1.175
35838B,S/6 SILVER ORNAMENETAL CANDLE,23,100,85.0,0.85
35840,FLAT GLASS  BAUBLE WHITE FLOCK,11,45,107.13,3.7590909090909093
35909A,RABBIT EASTER DECORATION,5,20,59.00000000000001,2.95
35909B,PINK FLOWERS RABBIT EASTER,6,16,47.2,2.95
35910A,MULTICOLOUR EASTER RABBIT,13,53,103.35,1.9499999999999997
35910B,PINK FLOWERS RABBIT EASTER,8,29,61.07,2.515
35911A,MULTICOLOUR RABBIT EGG WARMER,96,388,466.69,1.5051546391752577
35911B,PINK/FLOWER RABBIT EGG WARMER,24,159,184.76000000000002,1.50125
35912B,WHITE/PINK CHICK DECORATION,30,288,355.58000000000004,1.8506666666666667
35913B,WHITE/PINK CHICK EASTER DECORATION,21,100,92.39,1.065217391304348
35914,PINK CHICK EGG WARMER + EGG CUP,56,245,345.0,1.68135593220339
35915A,CREAM KNITTED HEN,1,288,365.76,1.27
35915B,BLUE KNITTED HEN,67,563,713.7299999999999,1.2102941176470587
35915C,PEACH KNITTED HEN,82,662,793.3199999999999,1.3530487804878046
35916A,YELLOW FELT HANGING HEART W FLOWER,44,135,122.0,1.043695652173913
35916B,BLUE FELT HANGING HEART WITH FLOWER,46,133,121.33,0.981063829787234
35916C,PINK FELT HANGING HEART W FLOWER,42,159,170.87,1.240909090909091
35918B,BLUE FLORIBUNDA EGG WARMER,5,10,12.5,1.25
35920,FOUR RABBIT EASTER DECORATIONS,24,1070,296.34,1.6679166666666667
35921,EASTER BUNNY HANGING GARLAND,49,183,330.32,2.8282
35922,EASTER BUNNY WREATH,36,97,575.99,7.111666666666666
35923,CANDY HEART HANGING DECORATION,112,1545,1023.77,1.2692920353982302
35924,HANGING FAIRY CAKE DECORATION,188,2168,4062.02,2.768051282051282
35930,PINK HEART CHRISTMAS DECORATION,1,1,0.38,0.38
35931,PINK STAR CHRISTMAS DECORATION,15,156,78.12,0.48466666666666663
35932,PINK CHRISTMAS TREE DECORATION,10,37,15.63,0.537
35933,PINK STOCKING CHRISTMAS DECORATION,28,319,131.38,0.6982142857142858
35936,CERISE+GOLD CHRISTMAS TREE DEC,9,36,13.68,0.38
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,17,188,71.44,0.38
35945,GOLD CHRISTMAS STOCKING DECORATION,1,1,1.95,1.95
35950,FOLKART HEART CHRISTMAS DECORATIONS,1,1,1.25,1.25
35951,FOLKART BAUBLE CHRISTMAS DECORATION,46,1352,717.99,1.1871739130434782
35953,FOLKART STAR CHRISTMAS DECORATIONS,155,3917,2068.47,0.7912422360248447
35954,SMALL FOLKART STAR CHRISTMAS DEC,111,2325,931.5500000000001,1.2579338842975207
35955,SMALL FOLKART CHRISTMAS TREE DEC,4,135,34.620000000000005,0.374
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,148,3775,1387.74,1.239254658385093
35958,FOLKART ZINC STAR CHRISTMAS DEC,82,1143,994.8299999999999,0.9653488372093023
35961,FOLKART ZINC HEART CHRISTMAS DEC,637,11521,9632.63,1.1482930513595166
35962,12 ASS ZINC CHRISTMAS DECORATIONS,92,581,1351.7800000000002,2.8220833333333335
35963,FOLKART ZINC CLIP ON ANGEL WINGS,11,101,38.38,0.38
35964,FOLKART CLIP ON STARS,132,1189,693.08,1.123970588235294
35965,FOLKART HEART NAPKIN RINGS,174,643,1470.26,3.2987845303867407
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,26,255,111.34,0.6815384615384615
35967,FOLK ART METAL STAR T-LIGHT HOLDER,112,966,507.59000000000003,0.7929059829059829
35968,FOLK ART METAL HEART T-LIGHT HOLDER,75,785,372.46000000000004,0.6911538461538461
35969,FOLKART CROWN TABLE DECORATIONS,76,523,542.47,1.9160526315789475
35970,ZINC FOLKART SLEIGH BELLS,692,8400,15177.83,2.2645007032348805
35971,ROSE FOLKART HEART DECORATIONS,217,1997,1994.02,1.789047619047619
35972,DAISY FOLKART HEART DECORATION,87,440,611.38,1.7579545454545453
35973,GERANIUM FOLKART HEART DECORATION,13,49,61.25,1.25
35974,S/6 CHRISTMAS TREE PLACE SETTING,1,1,3.75,3.75
35976B,WHITE SCANDINAVIAN HEART CHRISTMAS,1,1,1.25,1.25
35979,SIX STRING SCANDINAVIAN HEART DECS,27,94,311.03000000000003,3.823571428571429
35980B,RED TOP SCANDINAVIAN HEART,2,4,1.52,0.38
35980C,REDWHITE STRIPE SCANDINAVIAN HEART,29,377,147.64000000000001,0.4555172413793103
35981C,WHITE SNOW SCANDINAVIAN STOCKING,67,589,297.62,0.6566666666666667
35991,SET/6 BLACK SNOWFLAKE T-LIGHTS,54,402,232.08,0.8748214285714286
35995,SET/6 BLACK GLITTER REINDEER CANDLE,5,5,3.7800000000000002,0.756
35999,S/6 SCANDINAVIAN HEART T-LIGHT,1,1,2.55,2.55
37112,YELLOW BIRDS FELT DES FOODCOVER,5,10,37.5,3.75
37326,FAIRY DESIGN MUGS,2,2,4.609999999999999,2.3049999999999997
37327,ASSTD MULTICOLOUR CIRCLES MUG,88,1745,1061.83,1.6427173913043478
37330,SPOTS MUG,28,517,927.4599999999999,2.306785714285714
37333,"RETRO ""TEA FOR ONE""",58,147,815.0,6.8568333333333324
37340,MULTICOLOUR SPRING FLOWER MUG,204,13674,3927.08,3.4581516587677723
37342,POLKADOT COFFEE CUP & SAUCER PINK,131,1629,1731.4,2.103712121212121
37343,SPOTS DESIGN MUG W PINK INSIDE,104,1123,1782.1999999999998,2.088317757009346
37345,ASSTD HEARTS DESIGN MUGS,9,321,561.05,4.038888888888889
37348,SET OF 4 PASTEL STACKING MUGS,7,14,35.7,2.55
37351,ORANGE FLOWER MUG,11,5404,612.5099999999999,3.7536363636363634
37352,BIRD IN TREE MUG,8,4643,504.55,1.10625
37370,RETRO COFFEE MUGS ASSORTED,492,7478,11549.06,5.642822878228782
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,16,41,159.2,7.996874999999999
37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,3,1122,181.5,0.8833333333333333
37399,"ASS RETROSPOOF MUGS,SPORTS",6,143,75.0,0.9733333333333333
37408,ASSORTED DESIGN GEISHA GIRL MUGS,1,5,6.25,1.25
37409,ASSORTED DESIGN FLOWER MUGS,3,7,5.949999999999999,0.85
37410,BLACK AND WHITE PAISLEY FLOWER MUG,33,25707,3288.65,7.556969696969697
37413,ICON MUG REVOLUTIONARY,81,703,284.49,0.4107228915662651
37422,WHITE WITH BLACK CATS BOWL,73,434,292.08,1.3546575342465754
37423,WHITE WITH BLACK CATS PLATE,70,6168,843.88,1.330285714285714
37424,WHITE WITH BLACK CATS MUG,108,5249,1134.68,1.2837037037037036
37432,MUG PINK AND PURPLE ARABIC DESIGN,1,6,3.9000000000000004,0.65
37438,FUNKY FLOWER COFFEE POT,1,1,3.75,3.75
37441,ASSORTED WHITE EMBOSSED CHINA MUGS,54,700,1639.8000000000002,5.037777777777778
37444A,YELLOW BREAKFAST CUP AND SAUCER,43,2714,587.06,3.3044680851063832
37444B,BLUE BREAKFAST CUP AND SAUCER,28,2012,415.5,3.785172413793104
37444C,PINK BREAKFAST CUP AND SAUCER,54,1657,688.49,4.649122807017544
37446,MINI CAKE STAND WITH HANGING CAKES,410,3800,5483.23,1.8790117647058824
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,364,2930,4619.53,1.9989276139410188
37448,CERAMIC CAKE DESIGN SPOTTED MUG,528,4619,6931.509999999999,1.8015454545454546
37449,CERAMIC CAKE STAND + HANGING CAKES,477,2415,22672.61,11.190977596741343
37450,CERAMIC CAKE BOWL + HANGING CAKES,391,2467,7105.79,3.4656188118811886
37451,CERAMIC CAKE TEAPOT WITH CHERRY,1,1,4.95,4.95
37461,FUNKY MONKEY MUG,95,743,779.89,1.6062886597938144
37462B,"PET MUG, BUDGIE",32,170,87.28,0.754375
37462E,"PET MUG, GOLDFISH",28,110,49.64,0.6613333333333333
37464,ROBOT MUG IN DISPLAY BOX,82,317,432.43,1.7619047619047619
37467,PIG MUG IN TWO COLOUR DESIGNS,64,275,336.93,2.6380303030303027
37468,HARDMAN MUG 3 ASSORTED,14,65,39.81,1.422857142857143
37471,MULTICOLOUR DOTS PLATE,10,1405,197.85,3.6599999999999993
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,44,64,661.0,10.793478260869565
37475,SET/4 COLOURFUL MIXING BOWLS,72,116,1160.56,10.565833333333332
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,77,212,2066.64,11.435185185185185
