Invoice,InvoiceDate,CustomerID,Country,Lines,Units,Revenue,IsGuest
550469,2011-04-18 13:46:00,16399.0,United Kingdom,30,141,176.60999999999999,0
550470,2011-04-18 13:49:00,,United Kingdom,300,552,1734.5,1
550471,2011-04-18 13:52:00,,United Kingdom,242,552,1571.19,1
550473,2011-04-18 13:54:00,14623.0,United Kingdom,32,104,192.68,0
550474,2011-04-18 13:58:00,,United Kingdom,248,501,1578.41,1
550476,2011-04-18 14:00:00,15769.0,United Kingdom,2,36,122.03999999999999,0
550477,2011-04-18 14:01:00,17338.0,United Kingdom,89,362,682.2,0
550478,2011-04-18 14:01:00,15755.0,United Kingdom,18,157,306.05,0
550479,2011-04-18 14:01:00,15625.0,United Kingdom,36,513,695.3299999999999,0
550480,2011-04-18 14:05:00,13069.0,United Kingdom,27,173,192.26,0
550481,2011-04-18 14:08:00,17634.0,United Kingdom,9,33,164.75,0
550483,2011-04-18 14:12:00,16033.0,United Kingdom,4,18,42.400000000000006,0
550487,2011-04-18 14:21:00,18219.0,United Kingdom,11,122,200.32000000000002,0
550488,2011-04-18 14:27:00,16729.0,United Kingdom,30,299,270.39,0
550490,2011-04-18 14:32:00,17054.0,United Kingdom,16,78,298.3,0
550491,2011-04-18 14:37:00,16033.0,United Kingdom,1,4,19.8,0
550492,2011-04-18 14:44:00,14180.0,United Kingdom,11,37,187.75,0
550493,2011-04-18 14:50:00,15311.0,United Kingdom,38,819,1025.76,0
550495,2011-04-18 15:00:00,13769.0,United Kingdom,14,74,202.88,0
550496,2011-04-18 15:05:00,,United Kingdom,191,506,1694.8799999999999,1
550497,2011-04-18 15:08:00,18064.0,United Kingdom,2,160,408.0,0
550498,2011-04-18 15:14:00,14692.0,United Kingdom,15,37,99.45,0
550499,2011-04-18 15:16:00,,United Kingdom,163,302,1042.74,1
550500,2011-04-18 15:26:00,,United Kingdom,233,506,1762.61,1
550503,2011-04-18 15:31:00,15508.0,United Kingdom,18,154,311.42,0
550504,2011-04-18 15:43:00,16654.0,United Kingdom,14,145,274.45,0
550512,2011-04-18 16:31:00,18069.0,United Kingdom,105,289,386.9,0
550513,2011-04-18 16:37:00,16928.0,United Kingdom,36,234,367.36,0
550514,2011-04-18 16:49:00,14631.0,United Kingdom,13,192,320.58,0
550515,2011-04-18 17:29:00,14502.0,United Kingdom,54,126,214.97,0
550516,2011-04-18 17:32:00,14502.0,United Kingdom,1,9,89.55,0
550517,2011-04-19 08:17:00,14352.0,United Kingdom,29,316,614.02,0
550518,2011-04-19 08:55:00,16628.0,United Kingdom,21,162,360.65,0
550519,2011-04-19 09:31:00,13141.0,United Kingdom,30,294,516.28,0
550520,2011-04-19 09:43:00,16170.0,United Kingdom,22,232,309.56,0
550521,2011-04-19 09:49:00,13647.0,United Kingdom,23,267,424.64,0
550522,2011-04-19 10:04:00,12947.0,United Kingdom,34,478,429.57,0
550523,2011-04-19 10:08:00,15594.0,United Kingdom,15,145,267.91,0
550524,2011-04-19 10:08:00,16422.0,United Kingdom,4,264,385.2,0
550525,2011-04-19 10:19:00,14672.0,United Kingdom,27,307,480.27,0
550526,2011-04-19 10:40:00,14309.0,United Kingdom,20,155,347.49,0
550527,2011-04-19 10:48:00,12476.0,Germany,50,617,1213.67,0
550528,2011-04-19 10:49:00,17663.0,United Kingdom,10,81,188.87,0
550531,2011-04-19 10:59:00,13199.0,United Kingdom,1,12,35.400000000000006,0
550532,2011-04-19 11:02:00,14606.0,United Kingdom,35,75,117.14,0
550535,2011-04-19 11:19:00,14211.0,United Kingdom,9,72,155.6,0
550539,2011-04-19 11:27:00,13479.0,United Kingdom,8,89,144.35,0
550541,2011-04-19 11:33:00,,United Kingdom,167,381,1220.83,1
550542,2011-04-19 11:37:00,,United Kingdom,171,474,1563.04,1
550560,2011-04-19 11:46:00,14242.0,United Kingdom,8,70,142.2,0
550579,2011-04-19 11:52:00,13266.0,United Kingdom,19,368,319.48,0
550606,2011-04-19 12:08:00,12594.0,Italy,8,208,255.04000000000002,0
550607,2011-04-19 12:17:00,16919.0,United Kingdom,23,68,232.22,0
550608,2011-04-19 12:19:00,12901.0,United Kingdom,1,462,970.2,0
550610,2011-04-19 12:22:00,14502.0,United Kingdom,1,9,89.55,0
550612,2011-04-19 12:26:00,14662.0,United Kingdom,21,35,155.3,0
550613,2011-04-19 12:26:00,16180.0,United Kingdom,21,470,767.0,0
550615,2011-04-19 12:41:00,16730.0,United Kingdom,23,305,293.92,0
550616,2011-04-19 12:59:00,15140.0,United Kingdom,13,270,354.78000000000003,0
550617,2011-04-19 13:03:00,13376.0,United Kingdom,21,191,376.0,0
550618,2011-04-19 13:09:00,14156.0,EIRE,21,234,367.62,0
550619,2011-04-19 13:21:00,15717.0,United Kingdom,7,70,150.3,0
550620,2011-04-19 13:39:00,12585.0,Germany,21,401,669.25,0
550621,2011-04-19 13:41:00,13263.0,United Kingdom,44,101,167.21,0
550622,2011-04-19 13:49:00,13735.0,United Kingdom,59,505,935.15,0
550623,2011-04-19 13:56:00,13719.0,United Kingdom,6,78,132.9,0
550624,2011-04-19 13:57:00,14201.0,United Kingdom,7,68,109.04,0
550625,2011-04-19 14:02:00,12619.0,Germany,6,466,389.67999999999995,0
550626,2011-04-19 14:23:00,13184.0,United Kingdom,32,250,185.08,0
550627,2011-04-19 14:36:00,16633.0,United Kingdom,26,177,447.52,0
550628,2011-04-19 14:37:00,13101.0,United Kingdom,8,113,101.19,0
550629,2011-04-19 14:48:00,13782.0,United Kingdom,9,48,169.35999999999999,0
550630,2011-04-19 14:49:00,14298.0,United Kingdom,65,2621,1507.67,0
550631,2011-04-19 14:51:00,15225.0,United Kingdom,23,226,409.40000000000003,0
550632,2011-04-19 14:56:00,16907.0,United Kingdom,27,34,121.36,0
550633,2011-04-19 14:57:00,17449.0,United Kingdom,44,185,297.09000000000003,0
550634,2011-04-19 15:02:00,14298.0,United Kingdom,2,22,27.299999999999997,0
550635,2011-04-19 15:20:00,18173.0,United Kingdom,6,156,423.36,0
550636,2011-04-19 15:37:00,,United Kingdom,172,420,948.72,1
550637,2011-04-19 15:39:00,14415.0,United Kingdom,55,187,397.14,0
550638,2011-04-19 15:44:00,,United Kingdom,150,263,1022.85,1
550639,2011-04-19 15:46:00,14152.0,United Kingdom,29,369,314.51,0
550640,2011-04-19 15:51:00,,United Kingdom,2,3,7.15,1
550641,2011-04-19 15:53:00,,United Kingdom,9,14,17.11,1
550643,2011-04-19 16:14:00,18116.0,United Kingdom,6,80,32.8,0
550644,2011-04-19 16:19:00,12733.0,USA,22,137,383.95,0
550645,2011-04-19 16:30:00,16098.0,United Kingdom,7,56,157.9,0
550649,2011-04-19 16:37:00,13134.0,United Kingdom,1,6,25.5,0
550651,2011-04-19 16:52:00,15436.0,United Kingdom,125,246,484.1,0
550655,2011-04-19 17:19:00,17217.0,United Kingdom,9,24,113.5,0
550656,2011-04-20 08:07:00,17652.0,United Kingdom,23,312,409.94,0
550657,2011-04-20 08:24:00,18198.0,United Kingdom,4,296,302.56,0
550658,2011-04-20 09:01:00,13576.0,United Kingdom,3,144,426.24,0
550659,2011-04-20 09:02:00,17730.0,United Kingdom,19,296,347.17,0
550660,2011-04-20 09:03:00,15179.0,United Kingdom,1,10,67.5,0
550661,2011-04-20 09:20:00,12656.0,France,17,196,469.2,0
550662,2011-04-20 09:29:00,15078.0,United Kingdom,27,312,544.26,0
550663,2011-04-20 09:30:00,15078.0,United Kingdom,2,20,36.0,0
550665,2011-04-20 09:31:00,12530.0,Germany,13,230,381.6,0
550666,2011-04-20 09:35:00,17719.0,United Kingdom,23,503,469.19,0
550667,2011-04-20 09:48:00,13027.0,United Kingdom,6,5040,2016.0,0
550669,2011-04-20 10:04:00,16837.0,United Kingdom,1,8,102.0,0
550670,2011-04-20 10:04:00,17734.0,United Kingdom,9,66,112.97999999999999,0
550671,2011-04-20 10:10:00,12457.0,Switzerland,1,100,179.0,0
550673,2011-04-20 10:28:00,12971.0,United Kingdom,9,160,379.0,0
550674,2011-04-20 10:29:00,12971.0,United Kingdom,2,64,244.8,0
550675,2011-04-20 10:39:00,15260.0,United Kingdom,12,126,267.7,0
550701,2011-04-20 10:48:00,14905.0,United Kingdom,9,141,308.55,0
550710,2011-04-20 11:05:00,17450.0,United Kingdom,9,1736,3108.64,0
550711,2011-04-20 11:06:00,18102.0,United Kingdom,3,328,1196.96,0
550712,2011-04-20 11:06:00,15159.0,United Kingdom,40,370,850.7,0
550713,2011-04-20 11:11:00,15159.0,United Kingdom,1,1,12.5,0
550714,2011-04-20 11:12:00,15249.0,United Kingdom,19,320,478.2,0
550723,2011-04-20 11:19:00,17454.0,United Kingdom,18,57,115.43,0
550740,2011-04-20 11:33:00,,United Kingdom,79,520,2951.52,1
550750,2011-04-20 11:45:00,13632.0,United Kingdom,19,141,351.45000000000005,0
550754,2011-04-20 11:57:00,15465.0,United Kingdom,2,60,596.9999999999999,0
550755,2011-04-20 12:01:00,17548.0,United Kingdom,5,58,103.3,0
550756,2011-04-20 12:02:00,14148.0,United Kingdom,3,16,157.2,0
550764,2011-04-20 12:26:00,14527.0,United Kingdom,12,25,103.15,0
550765,2011-04-20 12:28:00,16103.0,United Kingdom,10,130,204.46,0
550766,2011-04-20 12:30:00,17463.0,United Kingdom,14,109,234.25,0
550767,2011-04-20 12:32:00,14776.0,United Kingdom,17,384,301.68,0
550768,2011-04-20 12:44:00,15039.0,United Kingdom,25,235,712.6400000000001,0
550769,2011-04-20 12:56:00,15984.0,United Kingdom,8,81,212.19,0
550772,2011-04-20 13:13:00,17856.0,United Kingdom,2,30,74.7,0
550773,2011-04-20 13:15:00,17567.0,United Kingdom,20,207,395.78999999999996,0
550774,2011-04-20 13:18:00,14626.0,United Kingdom,29,432,586.9,0
550775,2011-04-20 13:18:00,15805.0,United Kingdom,53,515,1052.56,0
550776,2011-04-20 13:19:00,15805.0,United Kingdom,9,67,140.85,0
550777,2011-04-20 13:35:00,16558.0,United Kingdom,24,371,307.16,0
550778,2011-04-20 13:36:00,14868.0,United Kingdom,24,231,439.33,0
550779,2011-04-20 13:36:00,17511.0,United Kingdom,16,858,1466.1399999999999,0
550781,2011-04-20 13:43:00,13097.0,United Kingdom,19,218,460.94,0
550782,2011-04-20 13:55:00,18246.0,United Kingdom,2,70,232.9,0
550783,2011-04-20 13:58:00,13485.0,United Kingdom,23,277,454.24,0
550784,2011-04-20 13:59:00,13269.0,United Kingdom,21,208,370.68,0
550785,2011-04-20 14:02:00,15517.0,United Kingdom,27,293,267.03,0
550786,2011-04-20 14:06:00,16672.0,United Kingdom,1,48,60.0,0
550796,2011-04-20 14:38:00,17211.0,United Kingdom,19,76,128.41,0
550797,2011-04-20 14:40:00,12901.0,United Kingdom,4,88,54.72,0
550798,2011-04-20 14:41:00,15290.0,United Kingdom,6,120,290.4,0
550799,2011-04-20 14:46:00,17115.0,United Kingdom,18,166,310.02,0
550801,2011-04-20 15:04:00,17402.0,United Kingdom,3,30,212.5,0
550802,2011-04-20 15:21:00,17120.0,United Kingdom,18,120,307.46,0
550803,2011-04-20 15:25:00,18177.0,United Kingdom,20,120,224.5,0
550804,2011-04-20 15:32:00,16676.0,United Kingdom,19,134,329.24,0
550805,2011-04-20 15:38:00,13162.0,United Kingdom,22,453,548.4300000000001,0
550806,2011-04-20 15:44:00,14334.0,United Kingdom,17,178,268.68,0
550811,2011-04-20 16:04:00,16011.0,United Kingdom,5,78,119.1,0
550817,2011-04-20 17:00:00,17946.0,United Kingdom,17,66,132.03,0
550818,2011-04-20 17:10:00,15912.0,United Kingdom,13,66,141.49,0
550819,2011-04-20 17:37:00,17530.0,United Kingdom,70,250,428.15999999999997,0
550820,2011-04-21 08:43:00,13148.0,United Kingdom,18,101,341.58,0
550821,2011-04-21 08:54:00,12506.0,France,23,23,73.5,0
550822,2011-04-21 09:26:00,14001.0,United Kingdom,15,538,1007.9,0
550823,2011-04-21 09:36:00,16133.0,United Kingdom,26,1270,2210.05,0
550824,2011-04-21 10:00:00,18177.0,United Kingdom,1,5,8.25,0
550826,2011-04-21 10:12:00,17158.0,United Kingdom,14,210,284.76,0
550827,2011-04-21 10:16:00,12670.0,France,21,275,579.05,0
550828,2011-04-21 10:19:00,17315.0,United Kingdom,12,36,110.7,0
550829,2011-04-21 10:19:00,17841.0,United Kingdom,50,107,293.2,0
550830,2011-04-21 10:29:00,13534.0,United Kingdom,10,66,174.15,0
550831,2011-04-21 10:29:00,13534.0,United Kingdom,10,60,171.2,0
550832,2011-04-21 10:31:00,17588.0,United Kingdom,10,56,397.20000000000005,0
550833,2011-04-21 10:48:00,15860.0,United Kingdom,3,5,24.75,0
550834,2011-04-21 10:51:00,14730.0,United Kingdom,25,87,162.02,0
550835,2011-04-21 10:52:00,15034.0,United Kingdom,80,387,790.02,0
550836,2011-04-21 10:55:00,14759.0,United Kingdom,35,119,572.25,0
550837,2011-04-21 11:03:00,15034.0,United Kingdom,16,155,199.75,0
550838,2011-04-21 11:31:00,14577.0,United Kingdom,24,60,121.11,0
550885,2011-04-21 11:59:00,16185.0,United Kingdom,19,153,335.0,0
550890,2011-04-21 12:00:00,14711.0,United Kingdom,30,187,526.5,0
550898,2011-04-21 12:07:00,,United Kingdom,3,5,13.75,1
550899,2011-04-21 12:07:00,13505.0,Switzerland,53,485,849.69,0
550900,2011-04-21 12:11:00,16553.0,United Kingdom,18,730,682.38,0
550901,2011-04-21 12:12:00,13389.0,United Kingdom,18,115,257.89,0
550906,2011-04-21 12:34:00,14298.0,United Kingdom,59,2460,1368.16,0
550907,2011-04-21 12:35:00,13798.0,United Kingdom,2,150,306.5,0
550911,2011-04-21 13:11:00,12354.0,Spain,58,530,1079.4,0
550912,2011-04-21 13:17:00,13267.0,United Kingdom,14,111,313.65,0
550913,2011-04-21 13:22:00,17631.0,United Kingdom,21,92,302.55,0
550914,2011-04-21 13:29:00,17061.0,United Kingdom,28,522,1701.5,0
550915,2011-04-21 13:30:00,13263.0,United Kingdom,30,69,133.59,0
550916,2011-04-21 13:39:00,17718.0,United Kingdom,6,83,139.35,0
550917,2011-04-21 13:40:00,17381.0,United Kingdom,4,1848,721.4399999999999,0
550918,2011-04-21 14:03:00,17630.0,United Kingdom,19,112,335.5,0
550919,2011-04-21 14:06:00,14735.0,United Kingdom,1,10,19.5,0
550920,2011-04-21 14:07:00,14735.0,United Kingdom,3,22,110.1,0
550921,2011-04-21 14:21:00,14770.0,United Kingdom,35,310,597.8199999999999,0
550923,2011-04-21 14:30:00,13748.0,United Kingdom,4,59,147.45,0
550924,2011-04-21 14:33:00,12664.0,Finland,3,152,602.0,0
550925,2011-04-21 14:37:00,17061.0,United Kingdom,13,64,237.25,0
550931,2011-04-21 14:59:00,,United Kingdom,2,2,5.0,1
550934,2011-04-21 15:15:00,16163.0,United Kingdom,1,100,415.00000000000006,0
550936,2011-04-21 15:15:00,13495.0,United Kingdom,6,108,207.0,0
550937,2011-04-21 15:16:00,13223.0,United Kingdom,1,48,100.80000000000001,0
550938,2011-04-21 15:16:00,16019.0,United Kingdom,13,162,232.68,0
550939,2011-04-21 15:25:00,16146.0,United Kingdom,19,211,385.69,0
550940,2011-04-21 15:26:00,18008.0,United Kingdom,1,492,615.0,0
550941,2011-04-21 15:46:00,17109.0,United Kingdom,47,227,400.64,0
550942,2011-04-21 15:51:00,16587.0,United Kingdom,13,71,225.15,0
550944,2011-04-21 15:51:00,17109.0,United Kingdom,6,21,63.949999999999996,0
550946,2011-04-21 15:52:00,12708.0,Germany,11,145,184.5,0
550949,2011-04-21 16:01:00,17961.0,United Kingdom,4,19,8.97,0
550953,2011-04-21 16:17:00,,United Kingdom,187,397,1670.26,1
550955,2011-04-21 16:26:00,14189.0,United Kingdom,20,226,318.78000000000003,0
550956,2011-04-21 16:37:00,17179.0,United Kingdom,39,110,245.31,0
550957,2011-04-21 16:37:00,18283.0,United Kingdom,54,85,113.65,0
550958,2011-04-21 16:37:00,15281.0,United Kingdom,15,137,252.23000000000002,0
550960,2011-04-21 16:39:00,12622.0,Germany,10,68,162.1,0
550963,2011-04-21 16:46:00,,United Kingdom,4,14,23.700000000000003,1
550964,2011-04-21 16:48:00,15856.0,United Kingdom,16,377,504.9,0
550965,2011-04-21 16:53:00,16750.0,United Kingdom,10,18,118.7,0
550967,2011-04-21 16:58:00,12971.0,United Kingdom,3,36,47.39999999999999,0
550968,2011-04-21 16:59:00,14961.0,United Kingdom,40,360,727.78,0
550971,2011-04-21 17:03:00,13482.0,United Kingdom,11,116,184.64,0
550972,2011-04-21 17:05:00,14031.0,United Kingdom,22,46,99.63,0
550973,2011-04-21 17:06:00,14031.0,United Kingdom,16,394,875.79,0
550974,2011-04-21 17:10:00,13862.0,United Kingdom,11,126,173.46,0
550978,2011-04-21 17:31:00,13983.0,United Kingdom,18,261,305.43,0
550986,2011-04-21 18:06:00,,United Kingdom,152,377,1433.81,1
550987,2011-04-21 18:10:00,,United Kingdom,159,337,996.65,1
550988,2011-04-21 18:10:00,14231.0,United Kingdom,19,176,309.0,0
550989,2011-04-21 18:22:00,13969.0,United Kingdom,28,157,251.79,0
550990,2011-04-21 18:31:00,16553.0,United Kingdom,4,252,447.6,0
550991,2011-04-21 18:59:00,14060.0,United Kingdom,3,72,153.84,0
550992,2011-04-21 19:05:00,14512.0,United Kingdom,14,50,126.32,0
550993,2011-04-21 19:51:00,15810.0,United Kingdom,32,280,476.8,0
550994,2011-04-21 19:55:00,14562.0,United Kingdom,36,289,455.9,0
550995,2011-04-26 08:33:00,16722.0,United Kingdom,17,326,451.6,0
550996,2011-04-26 08:57:00,16681.0,United Kingdom,8,260,314.91999999999996,0
550997,2011-04-26 09:04:00,17735.0,United Kingdom,32,351,488.01,0
550998,2011-04-26 09:12:00,12414.0,Austria,4,112,202.8,0
550999,2011-04-26 09:12:00,17670.0,United Kingdom,11,110,205.7,0
551000,2011-04-26 09:15:00,18172.0,United Kingdom,7,66,159.2,0
551001,2011-04-26 09:31:00,13408.0,United Kingdom,6,190,564.5,0
551002,2011-04-26 09:37:00,16834.0,United Kingdom,24,358,413.46,0
551003,2011-04-26 09:44:00,16456.0,United Kingdom,23,218,339.93,0
551004,2011-04-26 09:48:00,,United Kingdom,56,104,475.34,1
551005,2011-04-26 09:48:00,,United Kingdom,54,90,501.90999999999997,1
551006,2011-04-26 09:48:00,,United Kingdom,41,86,422.96,1
551007,2011-04-26 09:49:00,,United Kingdom,35,72,436.89,1
551008,2011-04-26 09:50:00,,United Kingdom,38,73,398.88,1
551009,2011-04-26 09:50:00,,United Kingdom,66,145,801.1899999999999,1
551010,2011-04-26 09:52:00,,United Kingdom,46,76,415.92,1
551011,2011-04-26 10:23:00,17090.0,United Kingdom,4,81,187.04999999999998,0
551012,2011-04-26 10:32:00,,United Kingdom,72,555,3036.22,1
551013,2011-04-26 10:54:00,15108.0,European Community,10,32,155.4,0
551014,2011-04-26 11:04:00,13209.0,United Kingdom,127,1703,1932.24,0
551016,2011-04-26 11:09:00,17975.0,United Kingdom,27,251,762.5500000000001,0
551021,2011-04-26 11:25:00,13798.0,United Kingdom,1,128,326.4,0
551028,2011-04-26 11:30:00,13842.0,United Kingdom,19,99,308.73,0
551033,2011-04-26 11:32:00,15039.0,United Kingdom,20,146,354.26,0
551035,2011-04-26 11:34:00,15065.0,United Kingdom,24,173,632.74,0
551054,2011-04-26 11:44:00,12429.0,Austria,20,196,381.98,0
551055,2011-04-26 11:51:00,15903.0,United Kingdom,10,292,480.36,0
551056,2011-04-26 11:51:00,16442.0,United Kingdom,56,291,285.37,0
551057,2011-04-26 11:59:00,16942.0,United Kingdom,38,134,275.34,0
551058,2011-04-26 12:07:00,14606.0,United Kingdom,31,47,110.52,0
551059,2011-04-26 12:08:00,13668.0,United Kingdom,23,209,352.23,0
551060,2011-04-26 12:12:00,16356.0,United Kingdom,1,1,2.1,0
551062,2011-04-26 12:16:00,18092.0,United Kingdom,6,832,884.4,0
551085,2011-04-26 12:29:00,14854.0,United Kingdom,23,295,535.97,0
551088,2011-04-26 12:31:00,14640.0,United Kingdom,23,173,395.75,0
551124,2011-04-26 12:47:00,15738.0,United Kingdom,10,130,291.90000000000003,0
551125,2011-04-26 12:47:00,17277.0,United Kingdom,17,68,348.33000000000004,0
551133,2011-04-26 13:00:00,16656.0,United Kingdom,5,772,708.6,0
551134,2011-04-26 13:02:00,16729.0,United Kingdom,44,459,604.73,0
551135,2011-04-26 13:04:00,16729.0,United Kingdom,1,5,7.25,0
551136,2011-04-26 13:05:00,15301.0,United Kingdom,32,258,501.22,0
551137,2011-04-26 13:05:00,15581.0,United Kingdom,44,63,170.65,0
551138,2011-04-26 13:06:00,17061.0,United Kingdom,1,36,38.160000000000004,0
551141,2011-04-26 13:12:00,17061.0,United Kingdom,1,6,22.5,0
551142,2011-04-26 13:22:00,17613.0,United Kingdom,55,221,426.4,0
551143,2011-04-26 13:25:00,13092.0,United Kingdom,6,26,103.3,0
551144,2011-04-26 13:36:00,13695.0,United Kingdom,1,72,76.32000000000001,0
551145,2011-04-26 13:37:00,16168.0,United Kingdom,2,18,107.10000000000001,0
551146,2011-04-26 13:45:00,13199.0,United Kingdom,1,20,59.0,0
551147,2011-04-26 14:07:00,14210.0,United Kingdom,16,100,305.46000000000004,0
551148,2011-04-26 14:12:00,15939.0,United Kingdom,12,1044,1265.3999999999999,0
551149,2011-04-26 14:19:00,13184.0,United Kingdom,8,302,231.31,0
551150,2011-04-26 14:37:00,18144.0,United Kingdom,7,30,159.1,0
551151,2011-04-26 14:38:00,18144.0,United Kingdom,4,24,134.4,0
551152,2011-04-26 14:47:00,13230.0,United Kingdom,78,257,362.61,0
551158,2011-04-26 15:00:00,16823.0,United Kingdom,38,136,358.38,0
551159,2011-04-26 15:02:00,16203.0,United Kingdom,9,72,147.6,0
551160,2011-04-26 15:04:00,15237.0,United Kingdom,65,670,938.9200000000001,0
551161,2011-04-26 15:26:00,18183.0,United Kingdom,18,251,319.27000000000004,0
551162,2011-04-26 15:45:00,12901.0,United Kingdom,6,1336,339.24,0
551163,2011-04-26 15:52:00,12573.0,France,28,84,160.54000000000002,0
551164,2011-04-26 15:56:00,17262.0,United Kingdom,5,7,20.4,0
551165,2011-04-26 15:58:00,17262.0,United Kingdom,1,96,81.6,0
551166,2011-04-26 16:01:00,17857.0,United Kingdom,1,408,918.0,0
551170,2011-04-26 16:40:00,15145.0,United Kingdom,15,187,301.8,0
551171,2011-04-26 16:45:00,13263.0,United Kingdom,60,155,276.8,0
551172,2011-04-26 16:53:00,17854.0,United Kingdom,12,64,111.76,0
551173,2011-04-26 16:54:00,,United Kingdom,93,178,639.37,1
551174,2011-04-26 17:02:00,,United Kingdom,136,279,943.4399999999999,1
551176,2011-04-26 17:18:00,,United Kingdom,4,4,8.1,1
551177,2011-04-26 17:20:00,,United Kingdom,5,6,18.5,1
551181,2011-04-27 08:17:00,13089.0,United Kingdom,5,186,600.8999999999999,0
551182,2011-04-27 08:43:00,14282.0,United Kingdom,8,128,107.28,0
551183,2011-04-27 08:59:00,17692.0,United Kingdom,7,114,169.5,0
551184,2011-04-27 09:03:00,18220.0,United Kingdom,2,288,305.28000000000003,0
551185,2011-04-27 09:21:00,16103.0,United Kingdom,6,40,330.0,0
551186,2011-04-27 10:01:00,17857.0,United Kingdom,1,60,25.2,0
551187,2011-04-27 10:02:00,14911.0,EIRE,5,163,362.9,0
551188,2011-04-27 10:03:00,15898.0,United Kingdom,3,118,312.6,0
551189,2011-04-27 10:04:00,16029.0,United Kingdom,4,500,870.0,0
551191,2011-04-27 10:52:00,16698.0,United Kingdom,1,320,816.0,0
551192,2011-04-27 10:54:00,16188.0,United Kingdom,30,368,414.12,0
551193,2011-04-27 11:05:00,17954.0,United Kingdom,37,150,228.15,0
551194,2011-04-27 11:12:00,14606.0,United Kingdom,18,77,114.84,0
551197,2011-04-27 11:26:00,14078.0,United Kingdom,10,68,166.4,0
551198,2011-04-27 11:26:00,13694.0,United Kingdom,8,560,347.68,0
551199,2011-04-27 11:30:00,13018.0,United Kingdom,24,348,373.44,0
551200,2011-04-27 11:32:00,17069.0,United Kingdom,4,6,13.500000000000002,0
551202,2011-04-27 11:33:00,17436.0,United Kingdom,4,48,122.39999999999999,0
551211,2011-04-27 11:40:00,13113.0,United Kingdom,6,91,443.25,0
551218,2011-04-27 11:41:00,18077.0,United Kingdom,20,126,167.92,0
551234,2011-04-27 11:47:00,17450.0,United Kingdom,3,184,476.4,0
551247,2011-04-27 11:56:00,15640.0,United Kingdom,10,131,316.85,0
551250,2011-04-27 12:00:00,17841.0,United Kingdom,63,188,261.24,0
551258,2011-04-27 12:02:00,12621.0,Germany,33,460,1065.8,0
551259,2011-04-27 12:04:00,17949.0,United Kingdom,1,150,1642.5,0
551262,2011-04-27 12:05:00,14527.0,United Kingdom,10,55,117.66,0
551268,2011-04-27 12:08:00,16965.0,United Kingdom,25,243,192.07,0
551269,2011-04-27 12:21:00,12840.0,United Kingdom,50,493,854.0699999999999,0
551270,2011-04-27 12:35:00,15891.0,United Kingdom,59,417,509.13,0
551271,2011-04-27 12:39:00,17187.0,United Kingdom,10,144,203.95,0
551272,2011-04-27 12:49:00,17530.0,United Kingdom,1,12,29.880000000000003,0
551273,2011-04-27 12:50:00,14051.0,United Kingdom,11,208,665.52,0
551274,2011-04-27 12:57:00,14235.0,United Kingdom,17,280,414.24,0
551275,2011-04-27 13:03:00,13285.0,United Kingdom,30,320,506.38,0
551276,2011-04-27 13:06:00,16016.0,United Kingdom,32,86,211.76,0
551277,2011-04-27 13:06:00,13637.0,United Kingdom,61,210,415.15,0
551278,2011-04-27 13:13:00,12483.0,Sweden,11,108,283.0,0
551279,2011-04-27 13:19:00,16013.0,United Kingdom,1,240,172.79999999999998,0
551280,2011-04-27 13:31:00,16016.0,United Kingdom,7,18,89.1,0
551281,2011-04-27 13:31:00,13571.0,United Kingdom,16,91,126.74000000000001,0
551282,2011-04-27 13:44:00,16919.0,United Kingdom,31,116,223.33,0
551283,2011-04-27 14:01:00,16755.0,United Kingdom,67,491,592.41,0
551284,2011-04-27 14:05:00,15005.0,United Kingdom,47,163,253.94,0
551286,2011-04-27 14:16:00,13767.0,United Kingdom,8,106,397.02,0
551287,2011-04-27 14:17:00,17961.0,United Kingdom,3,20,15.4,0
551288,2011-04-27 14:17:00,13767.0,United Kingdom,1,4,31.8,0
551289,2011-04-27 14:18:00,18226.0,United Kingdom,20,482,720.92,0
551290,2011-04-27 14:25:00,13854.0,United Kingdom,1,50,207.50000000000003,0
551291,2011-04-27 14:26:00,14298.0,United Kingdom,47,3103,1502.78,0
551292,2011-04-27 14:27:00,14298.0,United Kingdom,9,362,431.74,0
551293,2011-04-27 14:28:00,14298.0,United Kingdom,28,618,428.64,0
551294,2011-04-27 14:43:00,13468.0,United Kingdom,8,94,154.66,0
551299,2011-04-27 14:48:00,17530.0,United Kingdom,1,4,15.0,0
551301,2011-04-27 14:49:00,17675.0,United Kingdom,31,386,1007.4,0
551305,2011-04-27 14:58:00,16145.0,United Kingdom,23,458,337.36,0
551314,2011-04-27 15:07:00,16333.0,United Kingdom,5,2936,1292.96,0
551315,2011-04-27 15:08:00,17725.0,United Kingdom,15,152,304.16,0
551317,2011-04-27 15:22:00,,United Kingdom,1,3,23.85,1
551325,2011-04-27 15:49:00,,United Kingdom,2,8,21.799999999999997,1
551332,2011-04-27 16:23:00,13078.0,United Kingdom,13,165,450.45000000000005,0
551334,2011-04-27 16:39:00,17991.0,United Kingdom,2,2,5.9,0
551337,2011-04-27 16:54:00,16418.0,United Kingdom,18,87,145.91,0
551338,2011-04-27 17:03:00,15581.0,United Kingdom,2,3,5.11,0
551339,2011-04-27 17:18:00,,United Kingdom,87,191,784.73,1
